# emapper version: emapper-1.0.3 emapper DB: 4.5.1-RA	
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60-RA	
# time: Tue Oct  2 21:05:37 2018-RA	
#query_name-RA	eggNOG annot
Amillepora14297-RA	Rho GDP dissociation inhibitor (GDI)
Amillepora14296-RA	Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction
Amillepora14299-RA	Rho GDP dissociation inhibitor (GDI)
Amillepora14292-RA	Plays a role in anterograde intraflagellar transport (IFT), the process by which cilia precursors are transported from the base of the cilium to the site of their incorporation at the tip
Amillepora14291-RA	Aly REF export factor
Amillepora14310-RA	Endoplasmic reticulum to nucleus signaling
Amillepora14302-RA	FYVE, RhoGEF and PH domain containing
Amillepora14307-RA	family with sequence similarity 86
Amillepora14306-RA	RRM
Amillepora14300-RA	transmembrane protein 184B
Amillepora14305-RA	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
Amillepora14304-RA	N-methylpurine-DNA glycosylase
Amillepora14309-RA	Testis expressed 2
Amillepora14311-RA	Guanylate cyclase
Amillepora14312-RA	Guanylate cyclase
Amillepora14318-RA	GPN-loop GTPase 1
Amillepora14319-RA	IQ motif containing D
Amillepora14313-RA	Guanylate cyclase
Amillepora14322-RA	Potassium inwardly-rectifying channel, subfamily J, member
Amillepora14323-RA	Potassium inwardly-rectifying channel, subfamily J, member
Amillepora14328-RA	Polyglutamate biosynthesis protein
Amillepora14325-RA	Structural maintenance of chromosomes flexible hinge domain containing 1
Amillepora14329-RA	Coiled-coil domain containing 57
Amillepora14327-RA	N(alpha)-acetyltransferase 60, NatF catalytic subunit
Amillepora14341-RA	kelch-like
Amillepora14333-RA	nudE nuclear distribution E homolog
Amillepora14334-RA	leucine carboxyl methyltransferase
Amillepora14336-RA	LON peptidase N-terminal domain and RING finger
Amillepora14340-RA	Mitogen-activated protein kinase kinase
Amillepora14339-RA	(RNA) helicase
Amillepora14337-RA	N-terminal asparagine
Amillepora14349-RA	forkhead box J1
Amillepora14345-RA	RNA polymerase I-specific transcription initiation factor
Amillepora14343-RA	ubiquitin carboxyl-terminal hydrolase
Amillepora14351-RA	Component of the SCF(sconB) E3 ubiquitin ligase complex involved in the regulation of sulfur metabolite repression, probably by mediating the inactivation or degradation of the metR transcription factor
Amillepora14352-RA	forkhead box J1
Amillepora14348-RA	Family with sequence similarity 82, member B
Amillepora14344-RA	Hydroxyacylglutathione hydrolase
Amillepora14342-RA	dna polymerase delta
Amillepora14346-RA	Family with sequence similarity 82, member B
Amillepora14358-RA	dna polymerase delta
Amillepora14356-RA	Hydroxyacylglutathione hydrolase
Amillepora14353-RA	Family with sequence similarity 82, member B
Amillepora14354-RA	Family with sequence similarity 82, member B
Amillepora14359-RA	kelch-like
Amillepora14357-RA	ubiquitin carboxyl-terminal hydrolase
Amillepora14355-RA	RNA polymerase I-specific transcription initiation factor
Amillepora14361-RA	(RNA) helicase
Amillepora14360-RA	Mitogen-activated protein kinase kinase
Amillepora14362-RA	N-terminal asparagine
Amillepora14368-RA	nudE nuclear distribution E homolog
Amillepora14367-RA	leucine carboxyl methyltransferase
Amillepora14364-RA	LON peptidase N-terminal domain and RING finger
Amillepora14372-RA	transmembrane protein 151B
Amillepora14373-RA	transmembrane protein 151B
Amillepora14377-RA	rho family, small GTP binding protein
Amillepora14376-RA	B-cell translocation gene
Amillepora14374-RA	Mitochondrial GTPase involved in mitochondrial trafficking (By similarity)
Amillepora14383-RA	MAC/Perforin domain
Amillepora14378-RA	DNA ligase
Amillepora14382-RA	Trinucleotide repeat containing 6B
Amillepora14391-RA	B-cell translocation gene
Amillepora14389-RA	rho family, small GTP binding protein
Amillepora14392-RA	Mitochondrial GTPase involved in mitochondrial trafficking (By similarity)
Amillepora14388-RA	DNA ligase
Amillepora14397-RA	transmembrane protein 151B
Amillepora14394-RA	transmembrane protein 151B
Amillepora14398-RA	transmembrane protein 151B
Amillepora14395-RA	transmembrane protein 151B
Amillepora14396-RA	transmembrane protein 151B
Amillepora14399-RA	GRB2-related adaptor protein
Amillepora14404-RA	B9 protein domain 1
Amillepora14401-RA	BRCA1-associated ATM activator 1
Amillepora14400-RA	flightless I homolog (Drosophila)
Amillepora14408-RA	megakaryoblastic leukemia (translocation) 1
Amillepora14405-RA	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)
Amillepora14407-RA	TGF-beta activated kinase 1 MAP3K7 binding protein 1
Amillepora14402-RA	intraflagellar transport 140 homolog (Chlamydomonas)
Amillepora14406-RA	Myosin heavy chain
Amillepora14409-RA	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
Amillepora14412-RA	ubiquitin-conjugating enzyme
Amillepora14413-RA	GRB2-related adaptor protein
Amillepora14417-RA	DNA/RNA non-specific endonuclease
Amillepora14420-RA	coiled-coil domain containing 40
Amillepora14411-RA	Scm-like with four mbt domains
Amillepora14423-RA	glycine-rich protein
Amillepora14429-RA	chromobox homolog 8
Amillepora14428-RA	PH domain
Amillepora14430-RA	BTB POZ domain containing
Amillepora14433-RA	BTB POZ domain containing
Amillepora14436-RA	BTB POZ domain containing
Amillepora14434-RA	BTB POZ domain containing
Amillepora14435-RA	BTB POZ domain containing
Amillepora14427-RA	HID1 domain containing
Amillepora14432-RA	BTB POZ domain containing
Amillepora14431-RA	BTB POZ domain containing
Amillepora14440-RA	BTB POZ domain containing
Amillepora14439-RA	BTB POZ domain containing
Amillepora14442-RA	BTB POZ domain containing
Amillepora14441-RA	BTB POZ domain containing
Amillepora14443-RA	BTB POZ domain containing
Amillepora14456-RA	Protein interacting with PRKCA 1
Amillepora14452-RA	ATP synthase mitochondrial F1 complex assembly factor
Amillepora14449-RA	o-fucosylpeptide 3-beta-n-acetylglucosaminyltransferase
Amillepora14458-RA	tetratricopeptide repeat domain 26
Amillepora14462-RA	Crystallin, mu
Amillepora14446-RA	BTB POZ domain containing
Amillepora14447-RA	BTB POZ domain containing
Amillepora14467-RA	THO complex 6 homolog (Drosophila)
Amillepora14469-RA	zinc finger
Amillepora14464-RA	Dermatopontin
Amillepora14468-RA	meiosis expressed gene 1
Amillepora14454-RA	leucine rich repeat containing 48
Amillepora14474-RA	diacylglycerol lipase
Amillepora14457-RA	WD repeat domain
Amillepora14471-RA	polycystic kidney disease 1-like 2
Amillepora14460-RA	protein 2 3 complex subunit
Amillepora14479-RA	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
Amillepora14475-RA	Mitogen-activated protein kinase kinase
Amillepora14478-RA	monocyte to macrophage differentiation-associated
Amillepora14476-RA	Coiled-coil domain containing 33
Amillepora14480-RA	Cerebellar degeneration-related protein
Amillepora14482-RA	Ribosomal protein
Amillepora14485-RA	The PI(3,5)P2 regulatory complex regulates both the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2). Necessary for proper vacuole morphology. Plays an important role in osmotically-induced vacuole fragmentation. Required for cytoplasm to vacuole transport (Cvt) vesicle formation, pexophagy and starvation-induced autophagy. Involved in correct atg9 trafficking to the pre-autophagosomal structure. Might also be involved in premeiotic DNA replication (By similarity)
Amillepora14481-RA	chloride channel
Amillepora14484-RA	Chromosome 16 open reading frame 72
Amillepora14488-RA	MYSc
Amillepora14493-RA	cholinergic receptor, nicotinic
Amillepora14487-RA	Xenotropic and polytropic retrovirus receptor 1
Amillepora14492-RA	cholinergic receptor, nicotinic
Amillepora14489-RA	cholinergic receptor, nicotinic
Amillepora14486-RA	eukaryotic peptide chain release factor gtp-binding subunit
Amillepora14494-RA	cholinergic receptor, nicotinic
Amillepora14495-RA	sidekick cell adhesion molecule 2
Amillepora14503-RA	tRNA splicing endonuclease 54 homolog (S. cerevisiae)
Amillepora14498-RA	Tweety homolog
Amillepora14501-RA	Tweety homolog
Amillepora14506-RA	Enoyl-CoA delta isomerase 1
Amillepora14507-RA	polycystic kidney disease 1-like 2
Amillepora14504-RA	polycystic kidney disease 1 (autosomal dominant)
Amillepora14514-RA	alkB, alkylation repair homolog 5 (E. coli)
Amillepora14511-RA	Enoyl-CoA delta isomerase 1
Amillepora14508-RA	Polycystic kidney disease
Amillepora14512-RA	polycystic kidney disease 1-like 2
Amillepora14513-RA	c-type lectin domain family
Amillepora14515-RA	Myosin VIIA
Amillepora14519-RA	Transmembrane channel-like
Amillepora14527-RA	Lipoxygenase
Amillepora14525-RA	Kringle domain
Amillepora14522-RA	polycystic kidney disease 1-like 2
Amillepora14523-RA	polycystic kidney disease 1-like 2
Amillepora14529-RA	Lipoxygenase
Amillepora14531-RA	polycystic kidney disease 1-like 2
Amillepora14530-RA	Kringle domain
Amillepora14534-RA	Transmembrane channel-like
Amillepora14538-RA	Ribosomal L1 domain containing 1
Amillepora14537-RA	splicing factor U2AF
Amillepora14547-RA	Peptidase family M3
Amillepora14553-RA	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)
Amillepora14551-RA	PHOsphatase
Amillepora14552-RA	meiosis specific with OB domains
Amillepora14554-RA	Nuclear protein localization
Amillepora14565-RA	forkhead box
Amillepora14563-RA	Dynein, axonemal heavy chain
Amillepora14560-RA	adaptor-related protein complex 5, zeta 1 subunit
Amillepora14567-RA	coiled-coil domain containing 96
Amillepora14556-RA	kiaa0430
Amillepora14555-RA	Baculoviral IAP repeat containing
Amillepora14566-RA	THymidine Kinase
Amillepora14562-RA	Ankyrin Repeat Protein
Amillepora14561-RA	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14557-RA	fucosidase, alpha-L
Amillepora14574-RA	THymidine Kinase
Amillepora14569-RA	WD domain, G-beta repeat
Amillepora14575-RA	forkhead box
Amillepora14576-RA	Dynein, axonemal heavy chain
Amillepora14572-RA	coiled-coil domain containing 96
Amillepora14570-RA	WD domain, G-beta repeat
Amillepora14578-RA	ankyrin repeat domain
Amillepora14579-RA	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Amillepora14580-RA	adaptor-related protein complex 5, zeta 1 subunit
Amillepora14583-RA	fucosidase, alpha-L
Amillepora14586-RA	Nuclear protein localization
Amillepora14588-RA	meiosis specific with OB domains
Amillepora14589-RA	PHOsphatase
Amillepora14587-RA	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)
Amillepora14584-RA	kiaa0430
Amillepora14585-RA	Baculoviral IAP repeat containing
Amillepora14593-RA	ankyrin repeat and PH
Amillepora14598-RA	Platelet-activating factor acetylhydrolase
Amillepora14594-RA	transporter
Amillepora14600-RA	Potassium channel subfamily K member
Amillepora14601-RA	androgen-induced 1
Amillepora14603-RA	trafficking protein particle complex 9
Amillepora14606-RA	MutS homolog 6 (E. coli)
Amillepora14605-RA	zinc finger and BTB domain containing 8 opposite strand
Amillepora14604-RA	IQ motif containing C
Amillepora14611-RA	PAS domain containing serine threonine kinase
Amillepora14608-RA	N-6 adenine-specific DNA methyltransferase 1
Amillepora14620-RA	Phosphatidylserine synthase
Amillepora14612-RA	Programmed cell death
Amillepora14615-RA	Granulin
Amillepora14621-RA	BACK
Amillepora14619-RA	Ribosomal protein L11
Amillepora14622-RA	serine incorporator
Amillepora14624-RA	Structural maintenance of chromosomes flexible hinge domain containing 1
Amillepora14623-RA	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
Amillepora14628-RA	BACK
Amillepora14630-RA	Ribosomal protein L11
Amillepora14626-RA	STT3, subunit of the oligosaccharyltransferase complex, homolog
Amillepora14629-RA	Phosphatidylserine synthase
Amillepora14625-RA	Structural maintenance of chromosomes flexible hinge domain containing 1
Amillepora14627-RA	serine incorporator
Amillepora14639-RA	N-6 adenine-specific DNA methyltransferase 1
Amillepora14643-RA	IQ motif containing C
Amillepora14637-RA	PAS domain containing serine threonine kinase
Amillepora14638-RA	Poly(ADP-ribose) polymerase catalytic domain
Amillepora14641-RA	MutS homolog 6 (E. coli)
Amillepora14636-RA	Programmed cell death
Amillepora14642-RA	zinc finger and BTB domain containing 8 opposite strand
Amillepora14650-RA	Potassium channel subfamily K member
Amillepora14653-RA	transporter
Amillepora14645-RA	androgen-induced 1
Amillepora14648-RA	androgen-induced 1
Amillepora14644-RA	trafficking protein particle complex 9
Amillepora14652-RA	Platelet-activating factor acetylhydrolase
Amillepora14651-RA	Platelet-activating factor acetylhydrolase
Amillepora14664-RA	Serine threonine kinase 19
Amillepora14659-RA	tribbles homolog
Amillepora14657-RA	ankyrin repeat and PH
Amillepora14677-RA	EPTP domain
Amillepora14673-RA	DEAD (Asp-Glu-Ala-Asp) box polypeptide
Amillepora14674-RA	armadillo repeat containing 7
Amillepora14670-RA	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
Amillepora14668-RA	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
Amillepora14669-RA	Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
Amillepora14666-RA	fucosidase, alpha-L
Amillepora14678-RA	ubiquitin carboxyl-terminal hydrolase
Amillepora14671-RA	chromosome 17 open reading frame 66
Amillepora14676-RA	placenta-specific gene 8 protein-like
Amillepora14675-RA	dna-directed RNA polymerase III
Amillepora14667-RA	fucosidase, alpha-L
Amillepora14683-RA	ADAM metallopeptidase domain
Amillepora14679-RA	Inherit from NOG: Matrix-remodelling associated 7
Amillepora14684-RA	pre-rRNA processing protein involved in ribosome biogenesis (By similarity)
Amillepora14680-RA	Mitotic spindle assembly checkpoint protein
Amillepora14682-RA	Ankyrin repeat-containing protein
Amillepora14693-RA	FA58C
Amillepora14690-RA	ribonuclease H2 subunit C
Amillepora14695-RA	neuropilin 2
Amillepora14687-RA	placenta-specific gene 8 protein-like
Amillepora14689-RA	placenta-specific gene 8 protein-like
Amillepora14694-RA	neuropilin 2
Amillepora14688-RA	Fas (TNFRSF6) binding factor 1
Amillepora14692-RA	pyridoxal-dependent decarboxylase domain containing 1
Amillepora14702-RA	oxidoreductase-like domain containing 1
Amillepora14697-RA	N-acetyltransferase 9 (GCN5-related
Amillepora14703-RA	ADP-ribosylhydrolase like 1
Amillepora14705-RA	Ribosomal protein s9
Amillepora14696-RA	Transmembrane protein 104
Amillepora14706-RA	Aldolase
Amillepora14699-RA	ankyrin repeat and PH
Amillepora14707-RA	protein kinase C
Amillepora14708-RA	Transmembrane channel-like
Amillepora14714-RA	Helicase with zinc finger
Amillepora14710-RA	Helicase with zinc finger
Amillepora14713-RA	Helicase with zinc finger
Amillepora14711-RA	Helicase with zinc finger
Amillepora14715-RA	Helicase with zinc finger
Amillepora14726-RA	scavenger receptor activity
Amillepora14725-RA	scavenger receptor activity
Amillepora14724-RA	scavenger receptor activity
Amillepora14729-RA	transmembrane protein 245
Amillepora14733-RA	tetratricopeptide repeat domain
Amillepora14731-RA	Coiled-coil domain containing 12
Amillepora14727-RA	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora14728-RA	homeobox
Amillepora14735-RA	integrin, beta
Amillepora14734-RA	G protein-coupled receptor 155
Amillepora14738-RA	Myeloid lymphoid or mixed-lineage leukemia
Amillepora14740-RA	SMAD family member
Amillepora14741-RA	phytanoyl-CoA dioxygenase
Amillepora14748-RA	Transmembrane protein 11
Amillepora14751-RA	ubiquitin-conjugating enzyme
Amillepora14752-RA	leukocyte receptor cluster (LRC) member 9
Amillepora14749-RA	Integrin alpha FG-GAP repeat containing 3
Amillepora14744-RA	IQ motif containing K
Amillepora14745-RA	suppressor of zeste 12 homolog (Drosophila)
Amillepora14750-RA	3phosphoinositidedependent protein kinase
Amillepora14747-RA	gamma adaptin ear containing, arf binding protein
Amillepora14742-RA	regulatory associated protein of MTOR
Amillepora14746-RA	ubiquitin carboxyl-terminal hydrolase
